Time,Latitude (Deg),Longitude (Deg),Altitude (m),Heart Rate (bpm),Speed (km/h),Vibrations
2019-09-14T06:46:32Z,-27.472815,153.188673,1,132,17.280001,
2019-09-14T06:46:34Z,-27.472751,153.18873,1,133,13.17,
2019-09-14T06:46:36Z,-27.472712,153.188806,0,133,11.95,
2019-09-14T06:46:38Z,-27.472706,153.188873,0,130,15.26,
2019-09-14T06:46:40Z,-27.472724,153.188942,0,131,16.9,
2019-09-14T06:46:42Z,-27.472751,153.189027,0,131,15.44,
2019-09-14T06:46:44Z,-27.472784,153.189113,0,131,14.41,
2019-09-14T06:46:46Z,-27.472827,153.189182,0,132,15.14,
2019-09-14T06:46:48Z,-27.472892,153.189217,0,133,17.65,
2019-09-14T06:46:50Z,-27.47297,153.189207,0,137,19.74,
2019-09-14T06:46:52Z,-27.473056,153.189171,0,134,20.940001,
2019-09-14T06:46:54Z,-27.473153,153.189139,0,135,22.440001,
2019-09-14T06:46:56Z,-27.473254,153.1891,1,135,23.02,
2019-09-14T06:46:58Z,-27.473382,153.189051,1,135,23.9,
2019-09-14T06:47:00Z,-27.473496,153.189037,1,137,21.690001,
2019-09-14T06:47:02Z,-27.473611,153.189036,1,134,21.780001,
2019-09-14T06:47:04Z,-27.47372,153.189041,1,134,21.43,
2019-09-14T06:47:06Z,-27.473828,153.189045,0,133,20.5,
2019-09-14T06:47:08Z,-27.473914,153.189049,0,133,20.77,
2019-09-14T06:47:10Z,-27.474015,153.189057,0,133,20.59,
2019-09-14T06:47:12Z,-27.474118,153.189063,1,135,19.940001,
2019-09-14T06:47:14Z,-27.47422,153.189068,1,136,19.360001,
2019-09-14T06:47:16Z,-27.474316,153.189097,1,136,20.34,
2019-09-14T06:47:18Z,-27.47439,153.18917,1,136,21.51,
2019-09-14T06:47:20Z,-27.474435,153.189274,1,135,19.879999,
2019-09-14T06:47:22Z,-27.47445,153.189389,1,135,20.370001,
2019-09-14T06:47:24Z,-27.474456,153.189501,1,135,20.85,
2019-09-14T06:47:26Z,-27.474469,153.189616,2,135,21.74,
2019-09-14T06:47:28Z,-27.474486,153.189734,2,136,21.719999,
2019-09-14T06:47:30Z,-27.474512,153.189874,2,138,22.18,
2019-09-14T06:47:32Z,-27.474532,153.189997,2,139,22.23,
2019-09-14T06:47:34Z,-27.474545,153.190121,2,141,21.41,
2019-09-14T06:47:36Z,-27.474558,153.190246,2,140,20.860001,
2019-09-14T06:47:38Z,-27.474571,153.190347,2,140,16.879999,
2019-09-14T06:47:40Z,-27.474585,153.190452,2,139,13.29,
2019-09-14T06:47:42Z,-27.474619,153.19053,2,139,15.3,
2019-09-14T06:47:44Z,-27.47468,153.190559,2,139,18.809999,
2019-09-14T06:47:46Z,-27.474762,153.190548,1,139,20.26,
2019-09-14T06:47:48Z,-27.474855,153.190517,1,139,20.790001,
2019-09-14T06:47:50Z,-27.474951,153.190473,1,139,20.309999,
2019-09-14T06:47:52Z,-27.475045,153.190425,1,139,20.360001,
2019-09-14T06:47:54Z,-27.475137,153.19038,1,142,20.120001,
2019-09-14T06:47:56Z,-27.475236,153.190352,1,142,18.59,
2019-09-14T06:47:58Z,-27.47533,153.19038,1,139,19.98,
2019-09-14T06:48:00Z,-27.475385,153.190468,1,140,20.99,
2019-09-14T06:48:02Z,-27.475414,153.190579,1,140,20.98,
2019-09-14T06:48:04Z,-27.475434,153.190695,1,142,21.379999,
2019-09-14T06:48:06Z,-27.475447,153.190813,1,144,21.24,
2019-09-14T06:48:08Z,-27.475462,153.190931,1,144,21.76,
2019-09-14T06:48:10Z,-27.475479,153.19105,1,146,21.76,
2019-09-14T06:48:12Z,-27.475498,153.191191,1,146,22.15,
2019-09-14T06:48:14Z,-27.475513,153.191316,1,145,21.299999,
2019-09-14T06:48:16Z,-27.475528,153.191439,1,146,20.809999,
2019-09-14T06:48:18Z,-27.475513,153.191539,1,147,20.41,
2019-09-14T06:48:20Z,-27.475451,153.191628,1,147,21.49,
2019-09-14T06:48:22Z,-27.475366,153.191694,1,147,21.68,
2019-09-14T06:48:24Z,-27.475267,153.191747,1,147,21.02,
2019-09-14T06:48:26Z,-27.475154,153.19181,1,147,21.74,
2019-09-14T06:48:28Z,-27.475077,153.191857,1,147,21.629999,
2019-09-14T06:48:30Z,-27.47497,153.191928,1,147,20.610001,
2019-09-14T06:48:32Z,-27.474878,153.191992,1,148,20.18,
2019-09-14T06:48:34Z,-27.474807,153.192044,1,148,20.4,
2019-09-14T06:48:36Z,-27.474724,153.192107,1,148,21.66,
2019-09-14T06:48:38Z,-27.474639,153.192177,1,150,21.040001,
2019-09-14T06:48:40Z,-27.474544,153.192271,1,153,18.92,
2019-09-14T06:48:42Z,-27.474445,153.192377,1,156,20.01,
2019-09-14T06:48:44Z,-27.474409,153.192419,1,157,19.82,
2019-09-14T06:48:46Z,-27.474295,153.192533,1,159,20.9,
2019-09-14T06:48:48Z,-27.474252,153.192571,1,157,19.49,
2019-09-14T06:48:50Z,-27.474167,153.192643,1,157,21.040001,
2019-09-14T06:48:52Z,-27.474078,153.192697,1,158,21.1,
2019-09-14T06:48:54Z,-27.47397,153.192715,1,158,20.299999,
2019-09-14T06:48:56Z,-27.473914,153.192715,2,159,20.82,
2019-09-14T06:48:58Z,-27.473805,153.192706,2,160,19.200001,
2019-09-14T06:49:00Z,-27.473697,153.192694,2,160,18.469999,
2019-09-14T06:49:02Z,-27.473596,153.192682,2,162,17.4,
2019-09-14T06:49:04Z,-27.473501,153.192667,2,163,18.65,
2019-09-14T06:49:06Z,-27.473418,153.19263,1,163,18.870001,
2019-09-14T06:49:08Z,-27.473349,153.192549,1,163,20.309999,
2019-09-14T06:49:10Z,-27.473293,153.192451,1,165,18.610001,
2019-09-14T06:49:12Z,-27.473239,153.19235,1,165,19.02,
2019-09-14T06:49:14Z,-27.473183,153.192254,1,165,20.73,
2019-09-14T06:49:16Z,-27.473157,153.192204,1,165,20.6,
2019-09-14T06:49:18Z,-27.473101,153.1921,1,165,19.73,
2019-09-14T06:49:20Z,-27.473046,153.191996,1,166,20.530001,
2019-09-14T06:49:22Z,-27.473002,153.191888,1,166,19.969999,
2019-09-14T06:49:24Z,-27.472974,153.191774,1,166,19.84,
2019-09-14T06:49:26Z,-27.472959,153.191662,1,166,17.68,
2019-09-14T06:49:28Z,-27.472944,153.191553,1,162,13.65,
2019-09-14T06:49:30Z,-27.472909,153.191473,1,160,15.33,
2019-09-14T06:49:32Z,-27.472847,153.191437,1,159,17.51,
2019-09-14T06:49:34Z,-27.472767,153.191438,1,159,18.5,
2019-09-14T06:49:36Z,-27.47268,153.191463,1,157,18.969999,
2019-09-14T06:49:38Z,-27.472593,153.191502,1,154,18.67,
2019-09-14T06:49:40Z,-27.472504,153.191539,1,154,17.34,
2019-09-14T06:49:42Z,-27.472418,153.191575,1,154,17.469999,
2019-09-14T06:49:44Z,-27.472338,153.19161,1,157,16.91,
2019-09-14T06:49:46Z,-27.472257,153.191648,1,154,17.83,
2019-09-14T06:49:48Z,-27.472178,153.191686,1,154,17.73,
2019-09-14T06:49:50Z,-27.472096,153.191726,1,154,18.59,
2019-09-14T06:49:52Z,-27.472015,153.19177,1,153,18.950001,
2019-09-14T06:49:54Z,-27.47193,153.191815,1,153,19.209999,
2019-09-14T06:49:56Z,-27.471845,153.191863,2,152,19.639999,
2019-09-14T06:49:58Z,-27.47176,153.191914,2,152,18.48,
2019-09-14T06:50:00Z,-27.471673,153.191962,2,152,18.040001,
2019-09-14T06:50:02Z,-27.47159,153.192004,2,152,18.07,
2019-09-14T06:50:04Z,-27.471507,153.192041,2,152,18.030001,
2019-09-14T06:50:06Z,-27.471423,153.192081,2,150,17.370001,
2019-09-14T06:50:08Z,-27.471343,153.192124,2,149,17.08,
2019-09-14T06:50:10Z,-27.471271,153.192177,2,149,17.01,
2019-09-14T06:50:12Z,-27.471211,153.192243,2,149,17.059999,
2019-09-14T06:50:14Z,-27.471149,153.19231,2,149,16.34,
2019-09-14T06:50:16Z,-27.471067,153.192336,2,149,18.719999,
2019-09-14T06:50:18Z,-27.47098,153.192337,2,149,18.950001,
2019-09-14T06:50:20Z,-27.470887,153.192331,2,149,18.809999,
2019-09-14T06:50:22Z,-27.470792,153.192329,1,149,18.24,
2019-09-14T06:50:24Z,-27.4707,153.192335,1,149,19.200001,
2019-09-14T06:50:26Z,-27.470608,153.192338,2,149,19.200001,
2019-09-14T06:50:28Z,-27.470511,153.192339,2,147,18.379999,
2019-09-14T06:50:30Z,-27.470416,153.19234,2,144,17.99,
2019-09-14T06:50:32Z,-27.470326,153.192347,2,143,17.91,
2019-09-14T06:50:34Z,-27.470236,153.192357,2,143,19.440001,
2019-09-14T06:50:36Z,-27.470147,153.192375,2,142,19.4,
2019-09-14T06:50:38Z,-27.470052,153.192401,2,145,19.25,
2019-09-14T06:50:40Z,-27.469958,153.192429,2,145,19.559999,
2019-09-14T06:50:42Z,-27.469864,153.192457,2,142,20.18,
2019-09-14T06:50:44Z,-27.469769,153.192487,2,142,20.65,
2019-09-14T06:50:46Z,-27.469669,153.192514,2,142,17.549999,
2019-09-14T06:50:48Z,-27.469574,153.192546,2,142,16.4,
2019-09-14T06:50:50Z,-27.469492,153.192574,2,142,17.77,
2019-09-14T06:50:52Z,-27.469413,153.192601,2,142,19.540001,
2019-09-14T06:50:54Z,-27.469325,153.192628,2,143,19.18,
2019-09-14T06:50:56Z,-27.469229,153.192658,2,144,20.73,
2019-09-14T06:50:58Z,-27.469134,153.192688,2,144,21.139999,
2019-09-14T06:51:00Z,-27.469033,153.192719,2,144,20.459999,
2019-09-14T06:51:02Z,-27.468931,153.192751,2,144,19,
2019-09-14T06:51:04Z,-27.468837,153.192778,2,143,17.66,
2019-09-14T06:51:06Z,-27.468748,153.192806,2,141,16.26,
2019-09-14T06:51:08Z,-27.468665,153.192834,2,143,14.29,
2019-09-14T06:51:10Z,-27.46859,153.192857,2,142,12.81,
2019-09-14T06:51:12Z,-27.468523,153.192876,3,141,14.44,
2019-09-14T06:51:14Z,-27.46846,153.192899,3,141,15.08,
2019-09-14T06:51:16Z,-27.468394,153.192935,3,140,16.18,
2019-09-14T06:51:18Z,-27.468326,153.192973,3,138,16.15,
2019-09-14T06:51:20Z,-27.468251,153.193013,3,137,18.93,
2019-09-14T06:51:22Z,-27.468171,153.193038,4,136,18.98,
2019-09-14T06:51:24Z,-27.468075,153.193025,4,136,19.870001,
2019-09-14T06:51:26Z,-27.467986,153.192978,4,136,19.299999,
2019-09-14T06:51:28Z,-27.467906,153.192914,4,136,19.82,
2019-09-14T06:51:30Z,-27.467833,153.192841,4,136,19.98,
2019-09-14T06:51:32Z,-27.467756,153.19277,3,139,20.15,
2019-09-14T06:51:34Z,-27.467675,153.192705,3,139,22.469999,
2019-09-14T06:51:36Z,-27.467586,153.192648,3,139,24.76,
2019-09-14T06:51:38Z,-27.467467,153.192569,3,136,23.83,
2019-09-14T06:51:40Z,-27.467356,153.192503,3,137,24.15,
2019-09-14T06:51:42Z,-27.467182,153.192452,2,137,24.68,
2019-09-14T06:51:44Z,-27.46713,153.192434,2,137,23.219999,
2019-09-14T06:51:46Z,-27.467012,153.19239,2,138,19.4,
2019-09-14T06:51:48Z,-27.466902,153.192378,2,141,20,
2019-09-14T06:51:50Z,-27.46682,153.192398,2,141,20.950001,
2019-09-14T06:51:52Z,-27.466736,153.192449,1,137,22.610001,
2019-09-14T06:51:54Z,-27.466652,153.192523,1,138,23.42,
2019-09-14T06:51:56Z,-27.466536,153.192605,0,138,23.950001,
2019-09-14T06:51:58Z,-27.466424,153.19265,0,141,24.42,
2019-09-14T06:52:00Z,-27.466304,153.192669,0,139,23.959999,
2019-09-14T06:52:02Z,-27.466181,153.192666,-1,140,22.98,
2019-09-14T06:52:04Z,-27.466064,153.192643,-1,140,21.290001,
2019-09-14T06:52:06Z,-27.465958,153.192612,-1,140,21.610001,
2019-09-14T06:52:08Z,-27.46587,153.192586,-1,140,21,
2019-09-14T06:52:10Z,-27.465755,153.192553,-1,142,19.41,
2019-09-14T06:52:12Z,-27.465673,153.192532,0,142,22.110001,
2019-09-14T06:52:14Z,-27.465579,153.192505,0,141,21.709999,
2019-09-14T06:52:16Z,-27.465459,153.19247,0,141,21.379999,
2019-09-14T06:52:18Z,-27.465352,153.192441,0,137,21.059999,
2019-09-14T06:52:20Z,-27.465263,153.19241,0,135,21.34,
2019-09-14T06:52:22Z,-27.46517,153.192366,0,137,20.99,
2019-09-14T06:52:24Z,-27.465075,153.192314,0,136,21.860001,
2019-09-14T06:52:26Z,-27.46498,153.192263,0,136,21.309999,
2019-09-14T06:52:28Z,-27.464867,153.192196,0,136,20.68,
2019-09-14T06:52:30Z,-27.464787,153.192144,0,136,21.139999,
2019-09-14T06:52:32Z,-27.4647,153.19209,-1,136,20.33,
2019-09-14T06:52:34Z,-27.464613,153.192037,-1,136,20.360001,
2019-09-14T06:52:36Z,-27.46452,153.191988,0,134,19.049999,
2019-09-14T06:52:38Z,-27.464425,153.191945,0,134,20.780001,
2019-09-14T06:52:40Z,-27.464334,153.191907,0,134,20.360001,
2019-09-14T06:52:42Z,-27.464238,153.191864,1,133,20.889999,
2019-09-14T06:52:44Z,-27.464146,153.191814,1,133,20.92,
2019-09-14T06:52:46Z,-27.464051,153.191765,1,132,21.26,
2019-09-14T06:52:48Z,-27.463956,153.191717,1,132,20.700001,
2019-09-14T06:52:50Z,-27.463864,153.191665,1,132,23.34,
2019-09-14T06:52:52Z,-27.463766,153.19161,1,133,22.18,
2019-09-14T06:52:54Z,-27.463591,153.191523,1,131,21.809999,
2019-09-14T06:52:56Z,-27.463541,153.191496,1,131,21.780001,
2019-09-14T06:52:58Z,-27.463446,153.191438,1,132,21.950001,
2019-09-14T06:53:00Z,-27.463348,153.191381,1,131,22.18,
2019-09-14T06:53:02Z,-27.463253,153.191321,1,131,21.889999,
2019-09-14T06:53:04Z,-27.463156,153.191262,1,131,20.620001,
2019-09-14T06:53:06Z,-27.463057,153.19121,2,129,23,
2019-09-14T06:53:08Z,-27.462971,153.191173,2,129,23.27,
2019-09-14T06:53:10Z,-27.462847,153.191121,2,129,22.17,
2019-09-14T06:53:12Z,-27.462746,153.191059,2,133,22.57,
2019-09-14T06:53:14Z,-27.46266,153.190983,2,135,21.059999,
2019-09-14T06:53:16Z,-27.462578,153.190891,2,135,22.690001,
2019-09-14T06:53:18Z,-27.462515,153.190816,2,135,21.67,
2019-09-14T06:53:20Z,-27.462426,153.190722,2,135,20.5,
2019-09-14T06:53:22Z,-27.462352,153.190637,2,135,19.610001,
2019-09-14T06:53:24Z,-27.462299,153.190564,2,135,18.879999,
2019-09-14T06:53:26Z,-27.462239,153.190488,2,134,19.469999,
2019-09-14T06:53:28Z,-27.462173,153.19041,2,134,19.84,
2019-09-14T06:53:30Z,-27.462106,153.190328,2,133,19.77,
2019-09-14T06:53:32Z,-27.46204,153.190244,1,132,20.23,
2019-09-14T06:53:34Z,-27.461976,153.190165,1,132,20.15,
2019-09-14T06:53:36Z,-27.461908,153.190079,2,132,18.74,
2019-09-14T06:53:38Z,-27.461842,153.189999,2,131,19,
2019-09-14T06:53:40Z,-27.461775,153.189921,2,130,18.610001,
2019-09-14T06:53:42Z,-27.461709,153.189842,2,130,13.98,
2019-09-14T06:53:44Z,-27.461648,153.189771,2,130,9.98,
2019-09-14T06:53:46Z,-27.4616,153.189722,2,133,12.45,
2019-09-14T06:53:48Z,-27.461571,153.189693,2,129,18.07,
2019-09-14T06:53:50Z,-27.461516,153.189629,2,129,20.879999,
2019-09-14T06:53:52Z,-27.461454,153.189542,2,128,20.74,
2019-09-14T06:53:54Z,-27.461392,153.189446,2,128,16.469999,
2019-09-14T06:53:56Z,-27.461334,153.189358,3,128,15.32,
2019-09-14T06:53:58Z,-27.461255,153.189251,3,128,16.83,
2019-09-14T06:54:00Z,-27.46123,153.18922,3,131,18.610001,
2019-09-14T06:54:02Z,-27.461173,153.189157,3,135,20.1,
2019-09-14T06:54:04Z,-27.461106,153.189086,3,141,18.879999,
2019-09-14T06:54:06Z,-27.461032,153.18901,4,144,18.99,
2019-09-14T06:54:08Z,-27.46096,153.188935,4,144,19.889999,
2019-09-14T06:54:10Z,-27.460895,153.188858,4,144,21.530001,
2019-09-14T06:54:12Z,-27.460823,153.188784,4,144,20.93,
2019-09-14T06:54:14Z,-27.460726,153.188693,4,141,20.67,
2019-09-14T06:54:16Z,-27.460661,153.188626,4,142,21.030001,
2019-09-14T06:54:18Z,-27.460581,153.188547,4,145,22,
2019-09-14T06:54:20Z,-27.460503,153.188475,4,145,21.950001,
2019-09-14T06:54:22Z,-27.460399,153.188393,5,142,24.120001,
2019-09-14T06:54:24Z,-27.460297,153.188328,5,141,22.809999,
2019-09-14T06:54:26Z,-27.460197,153.188261,3,141,25.219999,
2019-09-14T06:54:28Z,-27.460094,153.188197,3,141,24.790001,
2019-09-14T06:54:30Z,-27.459982,153.188134,3,142,22.459999,
2019-09-14T06:54:32Z,-27.459868,153.188076,2,142,25.280001,
2019-09-14T06:54:34Z,-27.459765,153.188019,2,143,22.83,
2019-09-14T06:54:36Z,-27.459653,153.187954,2,143,24.23,
2019-09-14T06:54:38Z,-27.459547,153.187892,2,143,23.52,
2019-09-14T06:54:40Z,-27.459436,153.187837,2,144,22.6,
2019-09-14T06:54:42Z,-27.45933,153.187796,2,144,20.27,
2019-09-14T06:54:44Z,-27.459219,153.187758,2,144,18.049999,
2019-09-14T06:54:46Z,-27.459136,153.187725,2,144,20.93,
2019-09-14T06:54:48Z,-27.459051,153.187697,2,144,21.059999,
2019-09-14T06:54:50Z,-27.458954,153.187666,2,144,19.690001,
2019-09-14T06:54:52Z,-27.458856,153.187638,2,144,21.73,
2019-09-14T06:54:54Z,-27.458756,153.187614,2,144,18.67,
2019-09-14T06:54:56Z,-27.458649,153.187591,2,144,19.73,
2019-09-14T06:54:58Z,-27.458548,153.187569,2,145,20.18,
2019-09-14T06:55:00Z,-27.458458,153.187541,2,145,20.290001,
2019-09-14T06:55:02Z,-27.458355,153.187527,2,148,22.85,
2019-09-14T06:55:04Z,-27.458195,153.187536,2,153,20.48,
2019-09-14T06:55:06Z,-27.458122,153.187523,2,151,19.620001,
2019-09-14T06:55:08Z,-27.458039,153.187476,2,154,20.120001,
2019-09-14T06:55:10Z,-27.457966,153.18741,2,155,19.360001,
2019-09-14T06:55:12Z,-27.457855,153.187292,2,154,20.559999,
2019-09-14T06:55:14Z,-27.457818,153.187257,2,153,20.17,
2019-09-14T06:55:16Z,-27.457734,153.187187,1,153,19.049999,
2019-09-14T06:55:18Z,-27.457604,153.187103,1,153,19.040001,
2019-09-14T06:55:20Z,-27.45756,153.187083,1,154,19.889999,
2019-09-14T06:55:22Z,-27.457471,153.187041,1,154,20.18,
2019-09-14T06:55:24Z,-27.457384,153.186995,1,154,17.370001,
2019-09-14T06:55:26Z,-27.457297,153.186946,1,155,17.629999,
2019-09-14T06:55:28Z,-27.457219,153.186906,1,155,19.65,
2019-09-14T06:55:30Z,-27.457142,153.186872,1,155,20.200001,
2019-09-14T06:55:32Z,-27.457048,153.186846,2,153,20.370001,
2019-09-14T06:55:34Z,-27.45695,153.18682,2,152,19.469999,
2019-09-14T06:55:36Z,-27.456852,153.186788,1,153,18.26,
2019-09-14T06:55:38Z,-27.456759,153.186753,1,153,18.25,
2019-09-14T06:55:40Z,-27.456669,153.186727,1,154,18.84,
2019-09-14T06:55:42Z,-27.456581,153.186703,1,154,19.48,
2019-09-14T06:55:44Z,-27.456489,153.186686,1,154,20.26,
2019-09-14T06:55:46Z,-27.456392,153.186677,1,154,19.4,
2019-09-14T06:55:48Z,-27.456292,153.186664,1,154,19.469999,
2019-09-14T06:55:50Z,-27.456195,153.186644,1,157,19.51,
2019-09-14T06:55:52Z,-27.456099,153.186628,2,157,18.9,
2019-09-14T06:55:54Z,-27.456002,153.186616,2,158,19.879999,
2019-09-14T06:55:56Z,-27.455857,153.186602,2,155,20.299999,
2019-09-14T06:55:58Z,-27.455808,153.186596,2,155,18.860001,
2019-09-14T06:56:00Z,-27.455708,153.186587,2,155,19.23,
2019-09-14T06:56:02Z,-27.455612,153.186582,1,155,20.290001,
2019-09-14T06:56:04Z,-27.455517,153.186581,1,153,20.52,
2019-09-14T06:56:06Z,-27.455417,153.186578,1,154,19.24,
2019-09-14T06:56:08Z,-27.455315,153.186578,1,154,19.209999,
2019-09-14T06:56:10Z,-27.455217,153.186582,1,155,19.030001,
2019-09-14T06:56:12Z,-27.455121,153.18658,1,155,19.139999,
2019-09-14T06:56:14Z,-27.455026,153.186578,1,155,19.67,
2019-09-14T06:56:16Z,-27.454932,153.186576,2,154,19.799999,
2019-09-14T06:56:18Z,-27.454833,153.186571,2,154,19.23,
2019-09-14T06:56:20Z,-27.454733,153.18657,2,155,19.610001,
2019-09-14T06:56:22Z,-27.454589,153.186587,2,155,18.33,
2019-09-14T06:56:24Z,-27.454498,153.1866,2,155,18.950001,
2019-09-14T06:56:26Z,-27.454406,153.186601,2,159,18.379999,
2019-09-14T06:56:28Z,-27.454359,153.186595,2,159,19.540001,
2019-09-14T06:56:30Z,-27.454267,153.186591,2,156,17.280001,
2019-09-14T06:56:32Z,-27.454129,153.186617,2,157,18.610001,
2019-09-14T06:56:34Z,-27.454043,153.186626,2,157,18.6,
2019-09-14T06:56:36Z,-27.453996,153.186627,3,157,17.27,
2019-09-14T06:56:38Z,-27.453907,153.186627,3,157,18.370001,
2019-09-14T06:56:40Z,-27.453821,153.186626,3,157,17.790001,
2019-09-14T06:56:42Z,-27.453734,153.186617,2,158,18.16,
2019-09-14T06:56:44Z,-27.453645,153.186603,2,161,17.709999,
2019-09-14T06:56:46Z,-27.453555,153.186591,3,160,17.049999,
2019-09-14T06:56:48Z,-27.453466,153.186579,3,161,15.93,
2019-09-14T06:56:50Z,-27.453383,153.186556,3,161,17.049999,
2019-09-14T06:56:52Z,-27.453304,153.186539,2,161,16.190001,
2019-09-14T06:56:54Z,-27.45322,153.18653,2,157,14.92,
2019-09-14T06:56:56Z,-27.453137,153.186529,2,156,16.219999,
2019-09-14T06:56:58Z,-27.453064,153.186525,2,155,15.4,
2019-09-14T06:57:00Z,-27.452988,153.186513,2,155,11.34,
2019-09-14T06:57:02Z,-27.452912,153.186484,2,154,14.12,
2019-09-14T06:57:04Z,-27.452854,153.18647,2,153,16.08,
2019-09-14T06:57:06Z,-27.452786,153.186465,2,153,16.959999,
2019-09-14T06:57:08Z,-27.452708,153.186472,2,154,18.1,
2019-09-14T06:57:10Z,-27.452627,153.186497,2,154,18.17,
2019-09-14T06:57:12Z,-27.45254,153.186519,3,154,19.110001,
2019-09-14T06:57:14Z,-27.452449,153.186527,3,153,18.33,
2019-09-14T06:57:16Z,-27.452353,153.186528,3,151,18.190001,
2019-09-14T06:57:18Z,-27.452261,153.186519,3,150,18.280001,
2019-09-14T06:57:20Z,-27.452171,153.186505,3,150,18.84,
2019-09-14T06:57:22Z,-27.452085,153.186492,2,150,17.540001,
2019-09-14T06:57:24Z,-27.45199,153.186484,2,153,18.790001,
2019-09-14T06:57:26Z,-27.451903,153.186471,2,157,19.549999,
2019-09-14T06:57:28Z,-27.451812,153.186457,2,156,19.09,
2019-09-14T06:57:30Z,-27.451715,153.186447,2,155,19.200001,
2019-09-14T06:57:32Z,-27.451619,153.186447,2,155,18.700001,
2019-09-14T06:57:34Z,-27.451523,153.186457,2,155,18.27,
2019-09-14T06:57:36Z,-27.45143,153.186457,1,155,18.389999,
2019-09-14T06:57:38Z,-27.451339,153.186449,1,155,18.370001,
2019-09-14T06:57:40Z,-27.451248,153.186441,1,154,17.49,
2019-09-14T06:57:42Z,-27.451156,153.186432,1,153,18.26,
2019-09-14T06:57:44Z,-27.451068,153.186423,1,153,17.700001,
2019-09-14T06:57:46Z,-27.450977,153.186413,1,153,16.25,
2019-09-14T06:57:48Z,-27.450888,153.186403,1,155,10.42,
