Time,Latitude (Deg),Longitude (Deg),Altitude (m),Heart Rate (bpm),Speed (km/h),Vibrations
2019-09-20T22:55:47Z,-27.467803,153.029623,-3,128,11.87,
2019-09-20T22:55:49Z,-27.467765,153.029579,-3,129,19.860001,
2019-09-20T22:55:51Z,-27.467725,153.029496,-3,129,20.32,
2019-09-20T22:55:53Z,-27.467661,153.0294,-3,129,17.93,
2019-09-20T22:55:55Z,-27.467594,153.029307,-2,129,16.73,
2019-09-20T22:55:57Z,-27.467537,153.029237,-2,130,13.72,
2019-09-20T22:55:59Z,-27.467475,153.029183,-2,130,12.8,
2019-09-20T22:56:01Z,-27.467429,153.02913,-2,131,7.88,
2019-09-20T22:56:03Z,-27.467399,153.029076,-2,131,5.63,
2019-09-20T22:56:05Z,-27.467381,153.02906,-2,131,5.51,
2019-09-20T22:56:07Z,-27.467364,153.029048,-2,132,0,
2019-09-20T22:56:09Z,-27.467354,153.029024,-2,134,0,
2019-09-20T22:56:11Z,-27.467353,153.029017,-2,133,0,
2019-09-20T22:56:13Z,-27.467353,153.029017,-2,131,3.24,
2019-09-20T22:56:15Z,-27.467346,153.029013,-1,131,4.29,
2019-09-20T22:56:17Z,-27.467332,153.029014,-1,131,7.62,
2019-09-20T22:56:19Z,-27.467313,153.02901,-1,131,15.91,
2019-09-20T22:56:21Z,-27.467284,153.028977,-1,131,25.24,
2019-09-20T22:56:23Z,-27.467242,153.028867,-1,129,24.25,
2019-09-20T22:56:25Z,-27.467214,153.028699,-1,129,20.780001,
2019-09-20T22:56:27Z,-27.467161,153.028581,-1,128,20.6,
2019-09-20T22:56:29Z,-27.467119,153.028503,-1,130,19.450001,
2019-09-20T22:56:31Z,-27.467058,153.028421,-1,128,17.24,
2019-09-20T22:56:33Z,-27.466989,153.028349,-1,128,15.07,
2019-09-20T22:56:35Z,-27.466931,153.028279,0,129,31.34,
2019-09-20T22:56:37Z,-27.466803,153.028198,0,130,31.450001,
2019-09-20T22:56:39Z,-27.46668,153.028118,0,130,16.690001,
2019-09-20T22:56:41Z,-27.466571,153.02802,0,130,10.58,
2019-09-20T22:56:43Z,-27.466565,153.027955,0,129,9.28,
2019-09-20T22:56:45Z,-27.46656,153.027917,0,129,11.85,
2019-09-20T22:56:47Z,-27.466536,153.027882,0,126,14.93,
2019-09-20T22:56:49Z,-27.46647,153.027833,0,125,12.37,
2019-09-20T22:56:51Z,-27.466401,153.027798,1,125,10.51,
2019-09-20T22:56:53Z,-27.466349,153.02777,1,125,10.52,
2019-09-20T22:56:55Z,-27.466318,153.027742,2,125,13.49,
2019-09-20T22:56:57Z,-27.466276,153.027722,2,124,12.01,
2019-09-20T22:56:59Z,-27.46619,153.027728,2,124,14.81,
2019-09-20T22:57:01Z,-27.466128,153.027723,2,124,9.52,
2019-09-20T22:57:03Z,-27.466073,153.027674,2,124,11.2,
2019-09-20T22:57:05Z,-27.466043,153.027651,3,124,11.2,
2019-09-20T22:57:07Z,,,3,124,11.2,
2019-09-20T22:57:09Z,,,3,124,0,
2019-09-20T22:57:11Z,,,3,124,0,
2019-09-20T22:57:13Z,,,3,124,0,
2019-09-20T22:57:15Z,,,4,123,0,
2019-09-20T22:57:17Z,,,4,123,0,
2019-09-20T22:57:19Z,,,4,123,0,
2019-09-20T22:57:21Z,,,4,122,0,
2019-09-20T22:57:23Z,,,4,121,0,
2019-09-20T22:57:25Z,,,4,120,0,
2019-09-20T22:57:27Z,,,4,119,0,
2019-09-20T22:57:29Z,,,4,118,0,
2019-09-20T22:57:31Z,,,4,118,0,
2019-09-20T22:57:33Z,,,4,118,0,
2019-09-20T22:57:35Z,,,4,118,0,
2019-09-20T22:57:37Z,,,4,118,0,
2019-09-20T22:57:39Z,,,4,118,0,
2019-09-20T22:57:41Z,,,4,121,0,
2019-09-20T22:57:43Z,,,4,121,0,
2019-09-20T22:57:45Z,,,4,120,0,
2019-09-20T22:57:47Z,,,4,117,0,
2019-09-20T22:57:49Z,,,4,117,0,
2019-09-20T22:57:51Z,,,4,117,0,
2019-09-20T22:57:53Z,,,4,116,0,
2019-09-20T22:57:55Z,,,5,116,0,
2019-09-20T22:57:57Z,,,5,116,0,
2019-09-20T22:57:59Z,,,5,116,0,
2019-09-20T22:58:01Z,,,10,116,0,
2019-09-20T22:58:03Z,,,10,116,0,
2019-09-20T22:58:05Z,,,18,116,0,
2019-09-20T22:58:07Z,,,18,116,0,
2019-09-20T22:58:09Z,,,18,115,0,
2019-09-20T22:58:11Z,,,29,115,0,
2019-09-20T22:58:13Z,,,29,115,0,
2019-09-20T22:58:15Z,,,39,115,0,
2019-09-20T22:58:17Z,,,39,118,0,
2019-09-20T22:58:19Z,,,39,118,0,
2019-09-20T22:58:21Z,,,47,114,0,
2019-09-20T22:58:23Z,,,47,114,0,
2019-09-20T22:58:25Z,,,53,114,0,
2019-09-20T22:58:27Z,,,53,117,0,
2019-09-20T22:58:29Z,,,53,118,0,
2019-09-20T22:58:31Z,,,57,118,0,
2019-09-20T22:58:33Z,,,57,119,0,
2019-09-20T22:58:35Z,,,60,119,0,
2019-09-20T22:58:37Z,,,60,119,0,
2019-09-20T22:58:39Z,,,60,119,0,
2019-09-20T22:58:41Z,,,62,119,0,
2019-09-20T22:58:43Z,,,62,118,0,
2019-09-20T22:58:45Z,,,62,118,0,
